User type,Organization,Page Visited,Date and Time,User IP address
Declined,Declined,Money Management - Income & Expenses,2013-05-01 09:01:23,65.195.234.110
Declined,Declined,Money Management - Step 2: Analyze Your Spending,2013-05-01 09:01:25,65.195.234.110
Declined,Declined,Money Management - Step 1: Setting Goals,2013-05-01 09:01:29,65.195.234.110
Declined,Declined,Money Management - Step 1: Setting Goals,2013-05-01 09:01:49,65.195.234.110
Declined,Declined,Money Management - Step 1: Setting Goals,2013-05-01 09:02:20,65.195.234.110
Declined,Declined,Money Management - Step 1: Setting Goals,2013-05-01 09:02:40,65.195.234.110
Declined,Declined,Employment & Education - How Do I Get Hired?,2013-05-01 09:02:43,64.251.1.200
Declined,Declined,Employment & Education - Making Yourself the Best Candidate,2013-05-01 09:02:46,64.251.1.200
Declined,Declined,Employment & Education - Types of Résumés,2013-05-01 09:02:46,64.251.1.200
Declined,Declined,Employment & Education - Preparing for the Interview,2013-05-01 09:02:47,64.251.1.200
Declined,Declined,Employment & Education - Got that Entrepreneurial Spirit?,2013-05-01 09:02:47,64.251.1.200
Declined,Declined,Employment & Education - Construct a Company,2013-05-01 09:02:48,64.251.1.200
Declined,Declined,Employment & Education - Have you recently lost your job?,2013-05-01 09:02:48,64.251.1.200
Declined,Declined,Employment & Education - Finding Career Direction,2013-05-01 09:02:51,64.251.1.200
Declined,Declined,Money Management - Step 2: Analyze Your Spending,2013-05-01 09:02:51,65.195.234.110
Declined,Declined,Employment & Education - Ways to Keep your Job & Get the Raise you Deserve!,2013-05-01 09:02:51,64.251.1.200
Declined,Declined,Employment & Education - This approach consists of sequentially answering three questions:,2013-05-01 09:02:52,64.251.1.200
Declined,Declined,Money Management - Income & Expenses,2013-05-01 09:02:52,65.195.234.110
Declined,Declined,Employment & Education - What Do I Want to Do?,2013-05-01 09:02:52,64.251.1.200
Declined,Declined,Money Management - Guidelines for Sticking with Your Plan,2013-05-01 09:02:53,65.195.234.110
Declined,Declined,Employment & Education - Post-Secondary Education,2013-05-01 09:02:53,64.251.1.200
Declined,Declined,Employment & Education - How Do I Get Hired?,2013-05-01 09:02:54,64.251.1.200
Declined,Declined,Money Management - Income & Expenses,2013-05-01 09:02:54,65.195.234.110
Declined,Declined,Employment & Education - Making Yourself the Best Candidate,2013-05-01 09:02:57,64.251.1.200
Declined,Declined,Employment & Education - Types of Résumés,2013-05-01 09:02:59,64.251.1.200
Declined,Declined,Employment & Education - Preparing for the Interview,2013-05-01 09:03:00,64.251.1.200
Declined,Declined,Employment & Education - Got that Entrepreneurial Spirit?,2013-05-01 09:03:00,64.251.1.200
Declined,Declined,Money Management - Income & Expenses,2013-05-01 09:03:22,65.195.234.110
Declined,Declined,Money Management - Guidelines for Sticking with Your Plan,2013-05-01 09:03:32,65.195.234.110
Declined,Declined,Money Management - Guidelines for Sticking with Your Plan,2013-05-01 09:04:08,65.195.234.110
Declined,Declined,Money Management - Income & Expenses,2013-05-01 09:04:11,65.195.234.110
Declined,Declined,Money Management - Guidelines for Sticking with Your Plan,2013-05-01 09:04:12,65.195.234.110
Declined,Declined,Money Management - Why is Retirement Planning Important?,2013-05-01 09:04:46,65.195.234.110
Declined,Declined,Money Management - The Cost of Financial Services,2013-05-01 09:05:00,65.195.234.110
Declined,Declined,Money Management - 10 steps to shopping for a financial institution,2013-05-01 09:05:02,65.195.234.110
Declined,Declined,Money Management - The Cost of Financial Services,2013-05-01 09:05:03,65.195.234.110
Declined,Declined,Money Management - The Cost of Financial Services,2013-05-01 09:05:20,65.195.234.110
Declined,Declined,Money Management - 10 steps to shopping for a financial institution,2013-05-01 09:05:24,65.195.234.110
Declined,Declined,Money Management - Credit Report /Credit Bureau,2013-05-01 09:05:28,65.195.234.110
Declined,Declined,Money Management - Monthly Budget Guide,2013-05-01 09:05:30,65.195.234.110
Declined,Declined,Money Management - Monthly Budget Guide,2013-05-01 09:05:59,65.195.234.110
Declined,Declined,Money Management - Understanding the Use of Credit Cards:,2013-05-01 09:06:38,65.195.234.110
Declined,Declined,Employment & Education - This approach consists of sequentially answering three questions:,2013-05-01 09:06:41,64.251.1.200
Declined,Declined,The Bean Game - The Bean Game,2013-05-01 09:06:44,64.251.1.200
Declined,Declined,/about.php,2013-05-01 09:06:45,64.251.1.200
Declined,Declined,/contact.php,2013-05-01 09:06:46,64.251.1.200
Declined,Declined,/links.php,2013-05-01 09:06:48,64.251.1.200
End User,211 Broward,Employment & Education - How Do I Get Hired?,2013-05-01 09:06:49,98.242.208.59
Declined,Declined,/index.php,2013-05-01 09:06:50,64.251.1.200
End User,211 Broward,Employment & Education - How Do I Get Hired?,2013-05-01 09:06:51,98.242.208.59
End User,211 Broward,Employment & Education - How Do I Get Hired?,2013-05-01 09:06:53,98.242.208.59
End User,211 Broward,Employment & Education - How Do I Get Hired?,2013-05-01 09:06:53,98.242.208.59
Declined,Declined,Money Management - Understanding the Use of Credit Cards:,2013-05-01 09:06:58,65.195.234.110
Declined,Declined,Money Management - Understanding the Use of Credit Cards:,2013-05-01 09:07:27,65.195.234.110
Declined,Declined,Money Management - Understanding the Use of Credit Cards:,2013-05-01 09:07:41,65.195.234.110
Declined,Declined,Money Management - Monthly Budget Guide,2013-05-01 09:07:53,65.195.234.110
Declined,Declined,Money Management - Credit Report /Credit Bureau,2013-05-01 09:07:54,65.195.234.110
Declined,Declined,Money Management - 10 steps to shopping for a financial institution,2013-05-01 09:07:56,65.195.234.110
Declined,Declined,Money Management - The Cost of Financial Services,2013-05-01 09:07:58,65.195.234.110
Declined,Declined,Money Management - Why is Retirement Planning Important?,2013-05-01 09:07:58,65.195.234.110
Declined,Declined,Money Management - Guidelines for Sticking with Your Plan,2013-05-01 09:08:00,65.195.234.110
Declined,Declined,Money Management - Income & Expenses,2013-05-01 09:08:00,65.195.234.110
Declined,Declined,Money Management - Step 2: Analyze Your Spending,2013-05-01 09:08:01,65.195.234.110
Declined,Declined,Money Management - Step 1: Setting Goals,2013-05-01 09:08:03,65.195.234.110
Declined,Declined,Money Management - Needs vs. Wants,2013-05-01 09:08:03,65.195.234.110
Declined,Declined,Money Management - Financial Plan,2013-05-01 09:08:04,65.195.234.110
Declined,Declined,Money Management - Needs vs. Wants,2013-05-01 09:08:07,65.195.234.110
Declined,Declined,Money Management - Needs vs. Wants,2013-05-01 09:08:07,65.195.234.110
Declined,Declined,Money Management - Step 1: Setting Goals,2013-05-01 09:08:07,65.195.234.110
Declined,Declined,Money Management - Step 2: Analyze Your Spending,2013-05-01 09:08:07,65.195.234.110
Declined,Declined,Money Management - Income & Expenses,2013-05-01 09:08:08,65.195.234.110
Declined,Declined,Money Management - Guidelines for Sticking with Your Plan,2013-05-01 09:08:09,65.195.234.110
Declined,Declined,Money Management - Why is Retirement Planning Important?,2013-05-01 09:08:09,65.195.234.110
Declined,Declined,Money Management - The Cost of Financial Services,2013-05-01 09:08:10,65.195.234.110
Declined,Declined,Money Management - 10 steps to shopping for a financial institution,2013-05-01 09:08:10,65.195.234.110
Declined,Declined,Money Management - Credit Report /Credit Bureau,2013-05-01 09:08:11,65.195.234.110
Declined,Declined,Money Management - Monthly Budget Guide,2013-05-01 09:08:12,65.195.234.110
Declined,Declined,Money Management - Understanding the Use of Credit Cards:,2013-05-01 09:08:13,65.195.234.110
Declined,Declined,Money Management - Understanding Your Credit Card Statement,2013-05-01 09:08:14,65.195.234.110
Declined,Declined,Money Management - Understanding Your Credit Card Statement,2013-05-01 09:08:35,65.195.234.110
Declined,Declined,Money Management - Credit Card Fees,2013-05-01 09:08:50,65.195.234.110
Declined,Declined,Money Management - Credit Card Fees,2013-05-01 09:09:04,65.195.234.110
Declined,Declined,Money Management - Tips to Use Your Credit Cards Wisely,2013-05-01 09:09:13,65.195.234.110
Declined,Declined,Money Management - Tips to Use Your Credit Cards Wisely,2013-05-01 09:09:28,65.195.234.110
Declined,Declined,Money Management - Tips to Use Your Credit Cards Wisely,2013-05-01 09:09:53,65.195.234.110
Declined,Declined,Money Management - Earned Income Tax Credit (EITC),2013-05-01 09:09:57,65.195.234.110
Declined,Declined,Money Management - Creating a budget,2013-05-01 09:09:59,65.195.234.110
Declined,Declined,Money Management - Creating a budget,2013-05-01 09:10:13,65.195.234.110
Declined,Declined,Money Management - Creating a budget,2013-05-01 09:10:26,65.195.234.110
Declined,Declined,Money Management - Creating a budget,2013-05-01 09:10:40,65.195.234.110
Declined,Declined,Money Management - Working with Your Budget,2013-05-01 09:10:43,65.195.234.110
Declined,Declined,Money Management - Staying on Track,2013-05-01 09:10:44,65.195.234.110
Declined,Declined,Money Management - Financial Plan,2013-05-01 09:10:46,65.195.234.110
Declined,Declined,Housing - Rent vs. Buy Decision Making,2013-05-01 09:10:50,65.195.234.110
Declined,Declined,Housing - Rent Assistance Options,2013-05-01 09:13:00,65.195.234.110
Declined,Declined,Money Management - Financial Plan,2013-05-01 09:13:06,65.195.234.110
Declined,Declined,Money Management - Needs vs. Wants,2013-05-01 09:13:07,65.195.234.110
Declined,Declined,Money Management - Step 1: Setting Goals,2013-05-01 09:13:08,65.195.234.110
Declined,Declined,Money Management - Step 2: Analyze Your Spending,2013-05-01 09:13:09,65.195.234.110
Declined,Declined,Money Management - Income & Expenses,2013-05-01 09:13:10,65.195.234.110
Declined,Declined,Money Management - Guidelines for Sticking with Your Plan,2013-05-01 09:13:11,65.195.234.110
Declined,Declined,Money Management - Why is Retirement Planning Important?,2013-05-01 09:13:12,65.195.234.110
Declined,Declined,Money Management - The Cost of Financial Services,2013-05-01 09:13:13,65.195.234.110
Declined,Declined,Money Management - 10 steps to shopping for a financial institution,2013-05-01 09:13:13,65.195.234.110
Declined,Declined,Money Management - Credit Report /Credit Bureau,2013-05-01 09:13:14,65.195.234.110
Declined,Declined,Housing - Rent vs. Buy Decision Making,2013-05-01 09:13:16,65.195.234.110
Declined,Declined,Housing - Rent Assistance Options,2013-05-01 09:13:17,65.195.234.110
Declined,Declined,Housing - Rent Accumulation Table,2013-05-01 09:13:17,65.195.234.110
Declined,Declined,Housing - Buying a Home,2013-05-01 09:13:18,65.195.234.110
Declined,Declined,Housing - Financial Assistance for Household Expenses,2013-05-01 09:13:19,65.195.234.110
Declined,Declined,Housing - Beware of Foreclosure Rescue Scams!,2013-05-01 09:13:20,65.195.234.110
Declined,Declined,Housing - Home Ownership Assistance,2013-05-01 09:13:21,65.195.234.110
Declined,Declined,Housing - What is Assisted Living?,2013-05-01 09:13:22,65.195.234.110
Declined,Declined,Housing - Rent vs. Buy Decision Making,2013-05-01 09:13:23,65.195.234.110
Declined,Declined,Food - Build a healthy plate,2013-05-01 09:13:26,65.195.234.110
Declined,Declined,Food - Protein & Vegetables,2013-05-01 09:13:27,65.195.234.110
Declined,Declined,Food - Fruits and Dairy,2013-05-01 09:13:28,65.195.234.110
Declined,Declined,Food - Empty Calories,2013-05-01 09:13:30,65.195.234.110
Declined,Declined,Food - Food Safety,2013-05-01 09:13:31,65.195.234.110
Declined,Declined,Food - Eating Healthy on a Budget,2013-05-01 09:13:32,65.195.234.110
Declined,Declined,Food - Do you need help with food?,2013-05-01 09:13:33,65.195.234.110
Declined,Declined,Food - WIC / FREE or REDUCED Meals at School,2013-05-01 09:13:34,65.195.234.110
Declined,Declined,Food - Food Assistance and SUNCAP,2013-05-01 09:13:35,65.195.234.110
Declined,Declined,Food - 5 Myths & Facts about Food Stamps for the Elderly,2013-05-01 09:13:35,65.195.234.110
Declined,Declined,Food - Test Your Knowledge,2013-05-01 09:13:36,65.195.234.110
Declined,Declined,Food - Sample Menu for a 2000 Calorie Food Pattern,2013-05-01 09:13:37,65.195.234.110
Declined,Declined,Food - My Pyramid Worksheet,2013-05-01 09:13:38,65.195.234.110
Declined,Declined,Food - Build a healthy plate,2013-05-01 09:13:39,65.195.234.110
Declined,Declined,Children - You Are Your Child’s First Teacher,2013-05-01 09:13:42,65.195.234.110
Declined,Declined,Children - You Are Your Child’s First Teacher,2013-05-01 09:14:07,65.195.234.110
Declined,Declined,Children - You Are Your Child’s First Teacher,2013-05-01 09:15:19,65.195.234.110
Declined,Declined,Children - Quality Child Care Options,2013-05-01 09:15:20,65.195.234.110
Declined,Declined,Children - Head Start,2013-05-01 09:15:21,65.195.234.110
Declined,Declined,Children - Choosing Quality Child Care,2013-05-01 09:15:24,65.195.234.110
Declined,Declined,Children - Child Safety Seat Tips and Recommendations,2013-05-01 09:15:25,65.195.234.110
Declined,Declined,Children - Child Safety Seat Tips and Recommendations,2013-05-01 09:15:44,65.195.234.110
Declined,Declined,Children - You Are Your Child’s First Teacher,2013-05-01 09:15:57,65.195.234.110
Declined,Declined,Children - Quality Child Care Options,2013-05-01 09:15:58,65.195.234.110
Declined,Declined,Employment & Education - Finding Career Direction,2013-05-01 09:16:01,65.195.234.110
Declined,Declined,Employment & Education - Ways to Keep your Job & Get the Raise you Deserve!,2013-05-01 09:16:35,65.195.234.110
Declined,Declined,Employment & Education - Finding Career Direction,2013-05-01 09:16:36,65.195.234.110
Declined,Declined,Employment & Education - Ways to Keep your Job & Get the Raise you Deserve!,2013-05-01 09:16:37,65.195.234.110
Declined,Declined,Employment & Education - This approach consists of sequentially answering three questions:,2013-05-01 09:16:38,65.195.234.110
Declined,Declined,Employment & Education - This approach consists of sequentially answering three questions:,2013-05-01 09:16:51,65.195.234.110
Declined,Declined,Employment & Education - What Do I Want to Do?,2013-05-01 09:16:56,65.195.234.110
Declined,Declined,Employment & Education - What Do I Want to Do?,2013-05-01 09:17:14,65.195.234.110
Declined,Declined,Employment & Education - Post-Secondary Education,2013-05-01 09:17:17,65.195.234.110
Declined,Declined,Employment & Education - How Do I Get Hired?,2013-05-01 09:17:19,65.195.234.110
Declined,Declined,Employment & Education - Making Yourself the Best Candidate,2013-05-01 09:17:21,65.195.234.110
Declined,Declined,Employment & Education - Making Yourself the Best Candidate,2013-05-01 09:17:35,65.195.234.110
Declined,Declined,Employment & Education - Types of Résumés,2013-05-01 09:17:36,65.195.234.110
Declined,Declined,Employment & Education - Preparing for the Interview,2013-05-01 09:17:57,65.195.234.110
Declined,Declined,Employment & Education - Preparing for the Interview,2013-05-01 09:18:21,65.195.234.110
Declined,Declined,Employment & Education - Got that Entrepreneurial Spirit?,2013-05-01 09:18:22,65.195.234.110
Declined,Declined,Employment & Education - Construct a Company,2013-05-01 09:18:23,65.195.234.110
Declined,Declined,Employment & Education - Have you recently lost your job?,2013-05-01 09:18:25,65.195.234.110
Declined,Declined,Employment & Education - Finding Career Direction,2013-05-01 09:18:27,65.195.234.110
Declined,Declined,Health - Affordable Health Insurance,2013-05-01 09:18:30,65.195.234.110
Declined,Declined,Health - Are You Disabled and Applying for Medicaid?,2013-05-01 09:18:32,65.195.234.110
Declined,Declined,Health - Where do I go?,2013-05-01 09:18:34,65.195.234.110
Declined,Declined,Health - Urgent Care Centers,2013-05-01 09:18:35,65.195.234.110
Declined,Declined,Health - Affordable Dental Services,2013-05-01 09:18:36,65.195.234.110
Declined,Declined,Health - Proper Dental Care,2013-05-01 09:18:37,65.195.234.110
Declined,Declined,Health - Health History Questionnaire,2013-05-01 09:18:38,65.195.234.110
Declined,Declined,Health - Symptoms,2013-05-01 09:18:39,65.195.234.110
Declined,Declined,Health - Warning Signs of a Stroke,2013-05-01 09:18:40,65.195.234.110
Declined,Declined,Health - Breast cancer,2013-05-01 09:18:45,65.195.234.110
Declined,Declined,Health - Breast cancer,2013-05-01 09:19:05,65.195.234.110
Declined,Declined,Health - Breast cancer,2013-05-01 09:19:19,65.195.234.110
Declined,Declined,Health - Warning Signs of a Stroke,2013-05-01 09:19:27,65.195.234.110
Declined,Declined,Health - Breast cancer,2013-05-01 09:19:43,65.195.234.110
Declined,Declined,Health - Breast cancer,2013-05-01 09:20:15,65.195.234.110
Declined,Declined,Health - Breast cancer,2013-05-01 09:20:29,65.195.234.110
Declined,Declined,Health - Breast cancer,2013-05-01 09:20:45,65.195.234.110
Declined,Declined,Health - Depression Signs and Symptoms,2013-05-01 09:20:48,65.195.234.110
Declined,Declined,Health - Warning Signs of Suicide ,2013-05-01 09:20:51,65.195.234.110
Declined,Declined,Health - Tips for increasing Physical Activity,2013-05-01 09:20:52,65.195.234.110
Declined,Declined,Health - Active Play,2013-05-01 09:20:56,65.195.234.110
Declined,Declined,Health - Daily Fitness Log,2013-05-01 09:20:57,65.195.234.110
Declined,Declined,Health - My Activity Log,2013-05-01 09:20:59,65.195.234.110
Declined,Declined,Health - Affordable Health Insurance,2013-05-01 09:21:00,65.195.234.110
Declined,Declined,Transportation - What Are My Transportation Options?,2013-05-01 09:21:03,65.195.234.110
Declined,Declined,Transportation - How to save money on gas,2013-05-01 09:21:04,65.195.234.110
Declined,Declined,Transportation - BROWARD COUNTY TRANSIT (BCT) BUS SYSTEM,2013-05-01 09:21:05,65.195.234.110
Declined,Declined,Transportation - PARATRANSIT (TOPS),2013-05-01 09:21:06,65.195.234.110
Declined,Declined,Transportation - What Are My Transportation Options?,2013-05-01 09:21:07,65.195.234.110
Declined,Declined,Transportation - How to save money on gas,2013-05-01 09:21:08,65.195.234.110
Declined,Declined,Transportation - BROWARD COUNTY TRANSIT (BCT) BUS SYSTEM,2013-05-01 09:21:09,65.195.234.110
Declined,Declined,Transportation - PARATRANSIT (TOPS),2013-05-01 09:21:10,65.195.234.110
Declined,Declined,/index.php,2013-05-01 09:21:16,65.195.234.110
Declined,Declined,Money Management - Financial Plan,2013-05-01 09:21:18,65.195.234.110
Declined,Declined,Money Management - Needs vs. Wants,2013-05-01 09:21:21,65.195.234.110
Declined,Declined,Money Management - Step 1: Setting Goals,2013-05-01 09:21:22,65.195.234.110
Declined,Declined,Money Management - Step 2: Analyze Your Spending,2013-05-01 09:21:23,65.195.234.110
Declined,Declined,Money Management - Income & Expenses,2013-05-01 09:21:24,65.195.234.110
Declined,Declined,Money Management - Guidelines for Sticking with Your Plan,2013-05-01 09:21:24,65.195.234.110
Declined,Declined,Money Management - Why is Retirement Planning Important?,2013-05-01 09:21:25,65.195.234.110
Declined,Declined,Money Management - The Cost of Financial Services,2013-05-01 09:21:26,65.195.234.110
Declined,Declined,Money Management - 10 steps to shopping for a financial institution,2013-05-01 09:21:27,65.195.234.110
Declined,Declined,Money Management - Credit Report /Credit Bureau,2013-05-01 09:21:27,65.195.234.110
Declined,Declined,Money Management - Monthly Budget Guide,2013-05-01 09:21:28,65.195.234.110
Declined,Declined,Money Management - Understanding the Use of Credit Cards:,2013-05-01 09:21:29,65.195.234.110
Declined,Declined,Money Management - Understanding Your Credit Card Statement,2013-05-01 09:21:30,65.195.234.110
Declined,Declined,Money Management - Credit Card Fees,2013-05-01 09:21:31,65.195.234.110
Declined,Declined,Money Management - Tips to Use Your Credit Cards Wisely,2013-05-01 09:21:33,65.195.234.110
Declined,Declined,Money Management - Earned Income Tax Credit (EITC),2013-05-01 09:21:34,65.195.234.110
Declined,Declined,/,2013-05-01 09:31:18,65.195.234.110
Empty,Empty,/,2013-05-01 09:31:33,65.195.234.110
Empty,Empty,/,2013-05-01 09:32:42,65.195.234.110
Maintainer,Housing Solutions,Housing - Rent vs. Buy Decision Making,2013-05-01 09:57:02,64.251.18.10
Maintainer,Housing Solutions,Housing - Rent Assistance Options,2013-05-01 09:57:17,64.251.18.10
Maintainer,Housing Solutions,Housing - Rent Accumulation Table,2013-05-01 09:57:21,64.251.18.10
Maintainer,Housing Solutions,Housing - Buying a Home,2013-05-01 09:57:25,64.251.18.10
Maintainer,Housing Solutions,Housing - Financial Assistance for Household Expenses,2013-05-01 09:57:30,64.251.18.10
Maintainer,Housing Solutions,Housing - Beware of Foreclosure Rescue Scams!,2013-05-01 09:57:31,64.251.18.10
Maintainer,Housing Solutions,Housing - Home Ownership Assistance,2013-05-01 09:57:36,64.251.18.10
Maintainer,Housing Solutions,Housing - What is Assisted Living?,2013-05-01 09:57:37,64.251.18.10
Maintainer,Housing Solutions,Housing - Rent vs. Buy Decision Making,2013-05-01 09:57:39,64.251.18.10
Maintainer,Housing Solutions,Housing - Rent Assistance Options,2013-05-01 09:57:40,64.251.18.10
Maintainer,Housing Solutions,Housing - Rent Accumulation Table,2013-05-01 09:57:41,64.251.18.10
Maintainer,Housing Solutions,Housing - Buying a Home,2013-05-01 09:57:42,64.251.18.10
Maintainer,Housing Solutions,Housing - Financial Assistance for Household Expenses,2013-05-01 09:57:42,64.251.18.10
Declined,Declined,/,2013-05-01 10:30:21,65.195.234.110
Declined,Declined,/links.php,2013-05-01 10:31:35,65.195.234.110
Declined,Declined,/index.php,2013-05-01 10:31:40,65.195.234.110
Empty,Empty,/,2013-05-01 10:36:15,65.195.234.110
Declined,Declined,/,2013-05-01 11:24:33,65.195.234.110
Declined,Declined,Housing - Rent vs. Buy Decision Making,2013-05-01 11:26:17,64.251.1.200
Empty,Empty,/,2013-05-01 11:36:00,98.242.208.59
Empty,Empty,/,2013-05-01 13:05:41,65.82.8.202
Empty,Empty,/index.php,2013-05-01 13:06:16,65.82.8.202
Empty,Empty,/index.php,2013-05-01 13:17:53,65.82.8.202
End User,211 Broward,/question.php,2013-05-01 16:08:03,99.114.91.41
End User,211 Broward,/index.php,2013-05-01 16:08:06,99.114.91.41
